Date,Item_ID,Item_name,Quantity_sold,Quantity_used,Quantity_wasted,Waste_cost,Unit_cost,Cost_used,Item_price,Margin_per_item,Transaction_amount,Time of sale
8/24/2022,1001,Aalopuri,5,5.4,0.4,4.8,12,64.8,20,40,100,Midnight
8/24/2022,1007,Cold coffee,8,8.5,0.48,4.8,10,84.8,40,240,320,Evening
8/24/2022,1005,Panipuri,10,12.5,2.5,25,10,125,20,100,200,Midnight
8/24/2022,1001,Aalopuri,15,16.2,1.2,14.4,12,194.4,20,120,300,Morning
8/23/2022,1002,Vadapav,15,16.5,1.5,15,10,165,20,150,300,Afternoon
8/22/2022,1001,Aalopuri,6,6.5,0.48,5.8,12,77.8,20,48,120,Morning
8/22/2022,1003,Sugarcane juice,7,8.4,1.4,16.8,12,100.8,25,91,175,Night
8/22/2022,1006,Sandwich,7,7.7,0.7,17.5,25,192.5,60,245,420,Night
8/22/2022,1005,Panipuri,11,13.8,2.75,27.5,10,137.5,20,110,220,Night
8/22/2022,1006,Sandwich,15,16.5,1.5,37.5,25,412.5,60,525,900,Morning
8/21/2022,1005,Panipuri,4,5,1,10,10,50,20,40,80,Evening
8/21/2022,1001,Aalopuri,12,13,0.96,11.5,12,155.5,20,96,240,Morning
8/20/2022,1002,Vadapav,3,3.3,0.3,3,10,33,20,30,60,Afternoon
8/20/2022,1007,Cold coffee,9,9.5,0.54,5.4,10,95.4,40,270,360,Morning
8/20/2022,1007,Cold coffee,11,11.7,0.66,6.6,10,116.6,40,330,440,Afternoon
8/19/2022,1001,Aalopuri,3,3.2,0.24,2.9,12,38.9,20,24,60,Night
8/18/2022,1003,Sugarcane juice,4,4.8,0.8,9.6,12,57.6,25,52,100,Afternoon
8/18/2022,1005,Panipuri,6,7.5,1.5,15,10,75,20,60,120,Evening
8/17/2022,1005,Panipuri,5,6.3,1.25,12.5,10,62.5,20,50,100,Evening
8/17/2022,1002,Vadapav,9,9.9,0.9,9,10,99,20,90,180,Morning
8/17/2022,1001,Aalopuri,13,14,1.04,12.5,12,168.5,20,104,260,Evening
8/17/2022,1005,Panipuri,14,17.5,3.5,35,10,175,20,140,280,Afternoon
8/16/2022,1007,Cold coffee,9,9.5,0.54,5.4,10,95.4,40,270,360,Night
8/16/2022,1001,Aalopuri,11,11.9,0.88,10.6,12,142.6,20,88,220,Night
8/15/2022,1005,Panipuri,5,6.3,1.25,12.5,10,62.5,20,50,100,Midnight
8/15/2022,1002,Vadapav,6,6.6,0.6,6,10,66,20,60,120,Afternoon
8/15/2022,1003,Sugarcane juice,6,7.2,1.2,14.4,12,86.4,25,78,150,Midnight
8/15/2022,1007,Cold coffee,10,10.6,0.6,6,10,106,40,300,400,Evening
8/15/2022,1005,Panipuri,15,18.8,3.75,37.5,10,187.5,20,150,300,Midnight
8/14/2022,1006,Sandwich,1,1.1,0.1,2.5,25,27.5,60,35,60,Evening
8/14/2022,1007,Cold coffee,7,7.4,0.42,4.2,10,74.2,40,210,280,Afternoon
8/14/2022,1001,Aalopuri,10,10.8,0.8,9.6,12,129.6,20,80,200,Afternoon
8/14/2022,1005,Panipuri,11,13.8,2.75,27.5,10,137.5,20,110,220,Midnight
8/14/2022,1006,Sandwich,14,15.4,1.4,35,25,385,60,490,840,Morning
8/13/2022,1002,Vadapav,6,6.6,0.6,6,10,66,20,60,120,Afternoon
8/13/2022,1003,Sugarcane juice,7,8.4,1.4,16.8,12,100.8,25,91,175,Afternoon
8/13/2022,1004,Frankie,10,11,1,20,20,220,50,300,500,Midnight
8/13/2022,1005,Panipuri,12,15,3,30,10,150,20,120,240,Afternoon
8/12/2022,1006,Sandwich,6,6.6,0.6,15,25,165,60,210,360,Evening
8/12/2022,1003,Sugarcane juice,15,18,3,36,12,216,25,195,375,Midnight
8/12/2022,1004,Frankie,15,16.5,1.5,30,20,330,50,450,750,Evening
8/10/2022,1005,Panipuri,2,2.5,0.5,5,10,25,20,20,40,Midnight
8/10/2022,1005,Panipuri,6,7.5,1.5,15,10,75,20,60,120,Afternoon
8/10/2022,1003,Sugarcane juice,7,8.4,1.4,16.8,12,100.8,25,91,175,Afternoon
8/10/2022,1005,Panipuri,11,13.8,2.75,27.5,10,137.5,20,110,220,Morning
8/10/2022,1003,Sugarcane juice,14,16.8,2.8,33.6,12,201.6,25,182,350,Evening
8/9/2022,1006,Sandwich,3,3.3,0.3,7.5,25,82.5,60,105,180,Afternoon
8/9/2022,1004,Frankie,4,4.4,0.4,8,20,88,50,120,200,Afternoon
8/9/2022,1006,Sandwich,7,7.7,0.7,17.5,25,192.5,60,245,420,Morning
8/9/2022,1003,Sugarcane juice,14,16.8,2.8,33.6,12,201.6,25,182,350,Afternoon
8/9/2022,1007,Cold coffee,15,15.9,0.9,9,10,159,40,450,600,Morning
8/8/2022,1005,Panipuri,5,6.3,1.25,12.5,10,62.5,20,50,100,Afternoon
8/8/2022,1007,Cold coffee,12,12.7,0.72,7.2,10,127.2,40,360,480,Afternoon
8/7/2022,1002,Vadapav,11,12.1,1.1,11,10,121,20,110,220,Midnight
8/6/2022,1001,Aalopuri,3,3.2,0.24,2.9,12,38.9,20,24,60,Morning
8/6/2022,1005,Panipuri,5,6.3,1.25,12.5,10,62.5,20,50,100,Afternoon
8/5/2022,1003,Sugarcane juice,5,6,1,12,12,72,25,65,125,Midnight
8/5/2022,1006,Sandwich,9,9.9,0.9,22.5,25,247.5,60,315,540,Morning
8/5/2022,1002,Vadapav,15,16.5,1.5,15,10,165,20,150,300,Evening
8/4/2022,1005,Panipuri,1,1.3,0.25,2.5,10,12.5,20,10,20,Midnight
8/4/2022,1003,Sugarcane juice,9,10.8,1.8,21.6,12,129.6,25,117,225,Evening
8/4/2022,1005,Panipuri,14,17.5,3.5,35,10,175,20,140,280,Morning
8/3/2022,1002,Vadapav,1,1.1,0.1,1,10,11,20,10,20,Midnight
8/3/2022,1003,Sugarcane juice,7,8.4,1.4,16.8,12,100.8,25,91,175,Morning
8/2/2022,1005,Panipuri,4,5,1,10,10,50,20,40,80,Night
8/2/2022,1007,Cold coffee,7,7.4,0.42,4.2,10,74.2,40,210,280,Evening
8/2/2022,1007,Cold coffee,8,8.5,0.48,4.8,10,84.8,40,240,320,Afternoon
8/1/2022,1004,Frankie,5,5.5,0.5,10,20,110,50,150,250,Morning
7/31/2022,1005,Panipuri,5,6.3,1.25,12.5,10,62.5,20,50,100,Morning
7/31/2022,1004,Frankie,7,7.7,0.7,14,20,154,50,210,350,Morning
7/31/2022,1007,Cold coffee,9,9.5,0.54,5.4,10,95.4,40,270,360,Morning
7/30/2022,1003,Sugarcane juice,7,8.4,1.4,16.8,12,100.8,25,91,175,Evening
7/30/2022,1001,Aalopuri,9,9.7,0.72,8.6,12,116.6,20,72,180,Midnight
7/30/2022,1005,Panipuri,12,15,3,30,10,150,20,120,240,Night
7/29/2022,1004,Frankie,5,5.5,0.5,10,20,110,50,150,250,Midnight
7/29/2022,1005,Panipuri,5,6.3,1.25,12.5,10,62.5,20,50,100,Night
7/27/2022,1001,Aalopuri,4,4.3,0.32,3.8,12,51.8,20,32,80,Night
7/27/2022,1002,Vadapav,6,6.6,0.6,6,10,66,20,60,120,Evening
7/27/2022,1005,Panipuri,6,7.5,1.5,15,10,75,20,60,120,Night
7/27/2022,1006,Sandwich,8,8.8,0.8,20,25,220,60,280,480,Evening
7/27/2022,1005,Panipuri,10,12.5,2.5,25,10,125,20,100,200,Midnight
7/26/2022,1006,Sandwich,9,9.9,0.9,22.5,25,247.5,60,315,540,Night
7/26/2022,1001,Aalopuri,13,14,1.04,12.5,12,168.5,20,104,260,Afternoon
7/26/2022,1005,Panipuri,13,16.3,3.25,32.5,10,162.5,20,130,260,Afternoon
7/25/2022,1001,Aalopuri,4,4.3,0.32,3.8,12,51.8,20,32,80,Morning
7/25/2022,1006,Sandwich,9,9.9,0.9,22.5,25,247.5,60,315,540,Night
7/24/2022,1004,Frankie,10,11,1,20,20,220,50,300,500,Midnight
7/24/2022,1001,Aalopuri,12,13,0.96,11.5,12,155.5,20,96,240,Midnight
7/23/2022,1002,Vadapav,10,11,1,10,10,110,20,100,200,Night
7/22/2022,1001,Aalopuri,1,1.1,0.08,1,12,13,20,8,20,Evening
7/22/2022,1003,Sugarcane juice,5,6,1,12,12,72,25,65,125,Midnight
7/21/2022,1005,Panipuri,1,1.3,0.25,2.5,10,12.5,20,10,20,Evening
7/21/2022,1003,Sugarcane juice,4,4.8,0.8,9.6,12,57.6,25,52,100,Night
7/21/2022,1006,Sandwich,7,7.7,0.7,17.5,25,192.5,60,245,420,Midnight
7/21/2022,1005,Panipuri,11,13.8,2.75,27.5,10,137.5,20,110,220,Morning
7/20/2022,1005,Panipuri,3,3.8,0.75,7.5,10,37.5,20,30,60,Evening
7/20/2022,1004,Frankie,6,6.6,0.6,12,20,132,50,180,300,Night
7/19/2022,1004,Frankie,3,3.3,0.3,6,20,66,50,90,150,Evening
7/19/2022,1003,Sugarcane juice,9,10.8,1.8,21.6,12,129.6,25,117,225,Afternoon
7/19/2022,1003,Sugarcane juice,14,16.8,2.8,33.6,12,201.6,25,182,350,Evening
7/18/2022,1003,Sugarcane juice,12,14.4,2.4,28.8,12,172.8,25,156,300,Morning
7/18/2022,1003,Sugarcane juice,15,18,3,36,12,216,25,195,375,Night
7/17/2022,1004,Frankie,3,3.3,0.3,6,20,66,50,90,150,Evening
7/17/2022,1004,Frankie,3,3.3,0.3,6,20,66,50,90,150,Night
7/17/2022,1001,Aalopuri,12,13,0.96,11.5,12,155.5,20,96,240,Night
7/17/2022,1003,Sugarcane juice,13,15.6,2.6,31.2,12,187.2,25,169,325,Morning
7/16/2022,1001,Aalopuri,5,5.4,0.4,4.8,12,64.8,20,40,100,Night
7/16/2022,1007,Cold coffee,5,5.3,0.3,3,10,53,40,150,200,Afternoon
7/16/2022,1007,Cold coffee,5,5.3,0.3,3,10,53,40,150,200,Night
7/15/2022,1002,Vadapav,6,6.6,0.6,6,10,66,20,60,120,Midnight
7/14/2022,1003,Sugarcane juice,7,8.4,1.4,16.8,12,100.8,25,91,175,Evening
7/14/2022,1006,Sandwich,12,13.2,1.2,30,25,330,60,420,720,Afternoon
7/13/2022,1003,Sugarcane juice,12,14.4,2.4,28.8,12,172.8,25,156,300,Afternoon
7/12/2022,1002,Vadapav,8,8.8,0.8,8,10,88,20,80,160,Night
7/12/2022,1004,Frankie,13,14.3,1.3,26,20,286,50,390,650,Evening
7/11/2022,1006,Sandwich,10,11,1,25,25,275,60,350,600,Midnight
7/11/2022,1006,Sandwich,15,16.5,1.5,37.5,25,412.5,60,525,900,Afternoon
7/10/2022,1004,Frankie,2,2.2,0.2,4,20,44,50,60,100,Evening
7/10/2022,1003,Sugarcane juice,5,6,1,12,12,72,25,65,125,Midnight
7/10/2022,1006,Sandwich,7,7.7,0.7,17.5,25,192.5,60,245,420,Morning
7/10/2022,1004,Frankie,13,14.3,1.3,26,20,286,50,390,650,Morning
7/9/2022,1001,Aalopuri,1,1.1,0.08,1,12,13,20,8,20,Midnight
7/9/2022,1002,Vadapav,8,8.8,0.8,8,10,88,20,80,160,Morning
7/8/2022,1004,Frankie,5,5.5,0.5,10,20,110,50,150,250,Night
7/8/2022,1005,Panipuri,10,12.5,2.5,25,10,125,20,100,200,Night
7/7/2022,1007,Cold coffee,10,10.6,0.6,6,10,106,40,300,400,Evening
7/6/2022,1006,Sandwich,1,1.1,0.1,2.5,25,27.5,60,35,60,Midnight
7/6/2022,1001,Aalopuri,2,2.2,0.16,1.9,12,25.9,20,16,40,Afternoon
7/5/2022,1005,Panipuri,15,18.8,3.75,37.5,10,187.5,20,150,300,Night
7/4/2022,1003,Sugarcane juice,1,1.2,0.2,2.4,12,14.4,25,13,25,Morning
7/4/2022,1002,Vadapav,6,6.6,0.6,6,10,66,20,60,120,Afternoon
7/4/2022,1006,Sandwich,10,11,1,25,25,275,60,350,600,Evening
7/4/2022,1002,Vadapav,14,15.4,1.4,14,10,154,20,140,280,Night
7/3/2022,1006,Sandwich,2,2.2,0.2,5,25,55,60,70,120,Midnight
7/3/2022,1007,Cold coffee,2,2.1,0.12,1.2,10,21.2,40,60,80,Evening
7/3/2022,1001,Aalopuri,13,14,1.04,12.5,12,168.5,20,104,260,Night
7/2/2022,1003,Sugarcane juice,1,1.2,0.2,2.4,12,14.4,25,13,25,Midnight
7/2/2022,1007,Cold coffee,1,1.1,0.06,0.6,10,10.6,40,30,40,Midnight
7/2/2022,1005,Panipuri,2,2.5,0.5,5,10,25,20,20,40,Midnight
7/2/2022,1003,Sugarcane juice,10,12,2,24,12,144,25,130,250,Afternoon
7/2/2022,1007,Cold coffee,10,10.6,0.6,6,10,106,40,300,400,Evening
7/2/2022,1005,Panipuri,13,16.3,3.25,32.5,10,162.5,20,130,260,Evening
7/1/2022,1002,Vadapav,5,5.5,0.5,5,10,55,20,50,100,Morning
7/1/2022,1007,Cold coffee,6,6.4,0.36,3.6,10,63.6,40,180,240,Evening
7/1/2022,1003,Sugarcane juice,7,8.4,1.4,16.8,12,100.8,25,91,175,Midnight
7/1/2022,1005,Panipuri,10,12.5,2.5,25,10,125,20,100,200,Night
7/1/2022,1007,Cold coffee,13,13.8,0.78,7.8,10,137.8,40,390,520,Evening
6/30/2022,1006,Sandwich,2,2.2,0.2,5,25,55,60,70,120,Evening
6/30/2022,1004,Frankie,5,5.5,0.5,10,20,110,50,150,250,Night
6/30/2022,1002,Vadapav,6,6.6,0.6,6,10,66,20,60,120,Night
6/30/2022,1005,Panipuri,8,10,2,20,10,100,20,80,160,Morning
6/30/2022,1003,Sugarcane juice,12,14.4,2.4,28.8,12,172.8,25,156,300,Morning
6/30/2022,1004,Frankie,15,16.5,1.5,30,20,330,50,450,750,Afternoon
6/30/2022,1006,Sandwich,15,16.5,1.5,37.5,25,412.5,60,525,900,Night
6/29/2022,1007,Cold coffee,14,14.8,0.84,8.4,10,148.4,40,420,560,Afternoon
6/28/2022,1003,Sugarcane juice,2,2.4,0.4,4.8,12,28.8,25,26,50,Night
6/28/2022,1001,Aalopuri,3,3.2,0.24,2.9,12,38.9,20,24,60,Night
6/28/2022,1004,Frankie,13,14.3,1.3,26,20,286,50,390,650,Afternoon
6/27/2022,1001,Aalopuri,8,8.6,0.64,7.7,12,103.7,20,64,160,Afternoon
6/27/2022,1004,Frankie,10,11,1,20,20,220,50,300,500,Night
6/26/2022,1003,Sugarcane juice,1,1.2,0.2,2.4,12,14.4,25,13,25,Midnight
6/26/2022,1005,Panipuri,9,11.3,2.25,22.5,10,112.5,20,90,180,Midnight
6/26/2022,1002,Vadapav,12,13.2,1.2,12,10,132,20,120,240,Evening
6/26/2022,1001,Aalopuri,15,16.2,1.2,14.4,12,194.4,20,120,300,Afternoon
6/25/2022,1001,Aalopuri,2,2.2,0.16,1.9,12,25.9,20,16,40,Morning
6/25/2022,1006,Sandwich,3,3.3,0.3,7.5,25,82.5,60,105,180,Evening
6/25/2022,1003,Sugarcane juice,5,6,1,12,12,72,25,65,125,Morning
6/25/2022,1004,Frankie,10,11,1,20,20,220,50,300,500,Morning
6/25/2022,1003,Sugarcane juice,14,16.8,2.8,33.6,12,201.6,25,182,350,Night
6/24/2022,1004,Frankie,7,7.7,0.7,14,20,154,50,210,350,Afternoon
6/24/2022,1005,Panipuri,9,11.3,2.25,22.5,10,112.5,20,90,180,Evening
6/22/2022,1005,Panipuri,4,5,1,10,10,50,20,40,80,Night
6/22/2022,1003,Sugarcane juice,15,18,3,36,12,216,25,195,375,Afternoon
6/20/2022,1007,Cold coffee,5,5.3,0.3,3,10,53,40,150,200,Morning
6/20/2022,1002,Vadapav,6,6.6,0.6,6,10,66,20,60,120,Morning
6/20/2022,1002,Vadapav,9,9.9,0.9,9,10,99,20,90,180,Morning
6/19/2022,1005,Panipuri,2,2.5,0.5,5,10,25,20,20,40,Evening
6/19/2022,1004,Frankie,6,6.6,0.6,12,20,132,50,180,300,Night
6/19/2022,1006,Sandwich,10,11,1,25,25,275,60,350,600,Morning
6/18/2022,1003,Sugarcane juice,1,1.2,0.2,2.4,12,14.4,25,13,25,Night
6/18/2022,1003,Sugarcane juice,5,6,1,12,12,72,25,65,125,Midnight
6/18/2022,1003,Sugarcane juice,13,15.6,2.6,31.2,12,187.2,25,169,325,Afternoon
6/17/2022,1005,Panipuri,12,15,3,30,10,150,20,120,240,Morning
6/17/2022,1006,Sandwich,15,16.5,1.5,37.5,25,412.5,60,525,900,Morning
6/16/2022,1004,Frankie,1,1.1,0.1,2,20,22,50,30,50,Midnight
6/16/2022,1002,Vadapav,3,3.3,0.3,3,10,33,20,30,60,Evening
6/16/2022,1004,Frankie,11,12.1,1.1,22,20,242,50,330,550,Morning
6/15/2022,1001,Aalopuri,4,4.3,0.32,3.8,12,51.8,20,32,80,Evening
6/15/2022,1006,Sandwich,13,14.3,1.3,32.5,25,357.5,60,455,780,Night
6/14/2022,1004,Frankie,1,1.1,0.1,2,20,22,50,30,50,Afternoon
6/13/2022,1004,Frankie,1,1.1,0.1,2,20,22,50,30,50,Midnight
6/13/2022,1005,Panipuri,1,1.3,0.25,2.5,10,12.5,20,10,20,Midnight
6/13/2022,1004,Frankie,5,5.5,0.5,10,20,110,50,150,250,Evening
6/13/2022,1005,Panipuri,7,8.8,1.75,17.5,10,87.5,20,70,140,Midnight
6/12/2022,1004,Frankie,13,14.3,1.3,26,20,286,50,390,650,Night
6/11/2022,1007,Cold coffee,2,2.1,0.12,1.2,10,21.2,40,60,80,Night
6/11/2022,1006,Sandwich,6,6.6,0.6,15,25,165,60,210,360,Midnight
6/11/2022,1004,Frankie,13,14.3,1.3,26,20,286,50,390,650,Evening
6/10/2022,1005,Panipuri,1,1.3,0.25,2.5,10,12.5,20,10,20,Morning
6/10/2022,1002,Vadapav,5,5.5,0.5,5,10,55,20,50,100,Night
6/10/2022,1007,Cold coffee,8,8.5,0.48,4.8,10,84.8,40,240,320,Evening
6/9/2022,1007,Cold coffee,6,6.4,0.36,3.6,10,63.6,40,180,240,Evening
6/9/2022,1007,Cold coffee,7,7.4,0.42,4.2,10,74.2,40,210,280,Night
6/8/2022,1002,Vadapav,14,15.4,1.4,14,10,154,20,140,280,Night
6/7/2022,1003,Sugarcane juice,1,1.2,0.2,2.4,12,14.4,25,13,25,Morning
6/7/2022,1004,Frankie,8,8.8,0.8,16,20,176,50,240,400,Morning
6/6/2022,1003,Sugarcane juice,2,2.4,0.4,4.8,12,28.8,25,26,50,Afternoon
6/6/2022,1003,Sugarcane juice,4,4.8,0.8,9.6,12,57.6,25,52,100,Morning
6/6/2022,1004,Frankie,9,9.9,0.9,18,20,198,50,270,450,Night
6/6/2022,1001,Aalopuri,11,11.9,0.88,10.6,12,142.6,20,88,220,Night
6/5/2022,1002,Vadapav,3,3.3,0.3,3,10,33,20,30,60,Afternoon
6/5/2022,1005,Panipuri,7,8.8,1.75,17.5,10,87.5,20,70,140,Morning
6/4/2022,1005,Panipuri,2,2.5,0.5,5,10,25,20,20,40,Morning
6/2/2022,1007,Cold coffee,4,4.2,0.24,2.4,10,42.4,40,120,160,Evening
6/1/2022,1005,Panipuri,6,7.5,1.5,15,10,75,20,60,120,Evening
5/31/2022,1002,Vadapav,2,2.2,0.2,2,10,22,20,20,40,Midnight
5/31/2022,1004,Frankie,8,8.8,0.8,16,20,176,50,240,400,Night
5/30/2022,1007,Cold coffee,3,3.2,0.18,1.8,10,31.8,40,90,120,Morning
5/30/2022,1004,Frankie,10,11,1,20,20,220,50,300,500,Midnight
5/29/2022,1001,Aalopuri,3,3.2,0.24,2.9,12,38.9,20,24,60,Midnight
5/29/2022,1001,Aalopuri,8,8.6,0.64,7.7,12,103.7,20,64,160,Night
5/28/2022,1005,Panipuri,5,6.3,1.25,12.5,10,62.5,20,50,100,Midnight
5/28/2022,1002,Vadapav,15,16.5,1.5,15,10,165,20,150,300,Morning
5/27/2022,1004,Frankie,7,7.7,0.7,14,20,154,50,210,350,Morning
5/27/2022,1006,Sandwich,7,7.7,0.7,17.5,25,192.5,60,245,420,Night
5/27/2022,1006,Sandwich,9,9.9,0.9,22.5,25,247.5,60,315,540,Midnight
5/27/2022,1001,Aalopuri,10,10.8,0.8,9.6,12,129.6,20,80,200,Midnight
5/27/2022,1002,Vadapav,13,14.3,1.3,13,10,143,20,130,260,Afternoon
5/27/2022,1005,Panipuri,14,17.5,3.5,35,10,175,20,140,280,Evening
5/26/2022,1002,Vadapav,1,1.1,0.1,1,10,11,20,10,20,Night
5/26/2022,1006,Sandwich,3,3.3,0.3,7.5,25,82.5,60,105,180,Midnight
5/26/2022,1003,Sugarcane juice,14,16.8,2.8,33.6,12,201.6,25,182,350,Night
5/25/2022,1005,Panipuri,2,2.5,0.5,5,10,25,20,20,40,Evening
5/25/2022,1006,Sandwich,2,2.2,0.2,5,25,55,60,70,120,Midnight
5/25/2022,1004,Frankie,11,12.1,1.1,22,20,242,50,330,550,Night
5/25/2022,1003,Sugarcane juice,14,16.8,2.8,33.6,12,201.6,25,182,350,Evening
5/24/2022,1007,Cold coffee,3,3.2,0.18,1.8,10,31.8,40,90,120,Evening
5/24/2022,1004,Frankie,13,14.3,1.3,26,20,286,50,390,650,Evening
5/23/2022,1001,Aalopuri,3,3.2,0.24,2.9,12,38.9,20,24,60,Evening
5/23/2022,1002,Vadapav,3,3.3,0.3,3,10,33,20,30,60,Evening
5/22/2022,1002,Vadapav,8,8.8,0.8,8,10,88,20,80,160,Morning
5/22/2022,1006,Sandwich,11,12.1,1.1,27.5,25,302.5,60,385,660,Night
5/22/2022,1004,Frankie,12,13.2,1.2,24,20,264,50,360,600,Night
5/22/2022,1006,Sandwich,15,16.5,1.5,37.5,25,412.5,60,525,900,Night
5/21/2022,1006,Sandwich,2,2.2,0.2,5,25,55,60,70,120,Afternoon
5/21/2022,1001,Aalopuri,12,13,0.96,11.5,12,155.5,20,96,240,Evening
5/21/2022,1001,Aalopuri,13,14,1.04,12.5,12,168.5,20,104,260,Afternoon
5/21/2022,1007,Cold coffee,13,13.8,0.78,7.8,10,137.8,40,390,520,Midnight
5/20/2022,1003,Sugarcane juice,1,1.2,0.2,2.4,12,14.4,25,13,25,Morning
5/20/2022,1001,Aalopuri,3,3.2,0.24,2.9,12,38.9,20,24,60,Evening
5/20/2022,1003,Sugarcane juice,3,3.6,0.6,7.2,12,43.2,25,39,75,Afternoon
5/20/2022,1003,Sugarcane juice,14,16.8,2.8,33.6,12,201.6,25,182,350,Morning
5/19/2022,1007,Cold coffee,3,3.2,0.18,1.8,10,31.8,40,90,120,Morning
5/19/2022,1001,Aalopuri,7,7.6,0.56,6.7,12,90.7,20,56,140,Midnight
5/18/2022,1002,Vadapav,4,4.4,0.4,4,10,44,20,40,80,Midnight
5/18/2022,1004,Frankie,13,14.3,1.3,26,20,286,50,390,650,Afternoon
5/17/2022,1005,Panipuri,7,8.8,1.75,17.5,10,87.5,20,70,140,Evening
5/16/2022,1001,Aalopuri,2,2.2,0.16,1.9,12,25.9,20,16,40,Midnight
5/16/2022,1002,Vadapav,2,2.2,0.2,2,10,22,20,20,40,Night
5/16/2022,1002,Vadapav,13,14.3,1.3,13,10,143,20,130,260,Morning
5/16/2022,1004,Frankie,15,16.5,1.5,30,20,330,50,450,750,Morning
5/15/2022,1007,Cold coffee,2,2.1,0.12,1.2,10,21.2,40,60,80,Afternoon
5/15/2022,1006,Sandwich,7,7.7,0.7,17.5,25,192.5,60,245,420,Morning
5/15/2022,1001,Aalopuri,9,9.7,0.72,8.6,12,116.6,20,72,180,Midnight
5/15/2022,1001,Aalopuri,12,13,0.96,11.5,12,155.5,20,96,240,Afternoon
5/15/2022,1002,Vadapav,15,16.5,1.5,15,10,165,20,150,300,Evening
5/14/2022,1002,Vadapav,2,2.2,0.2,2,10,22,20,20,40,Evening
5/14/2022,1004,Frankie,5,5.5,0.5,10,20,110,50,150,250,Afternoon
5/14/2022,1001,Aalopuri,7,7.6,0.56,6.7,12,90.7,20,56,140,Midnight
5/14/2022,1007,Cold coffee,10,10.6,0.6,6,10,106,40,300,400,Morning
5/13/2022,1003,Sugarcane juice,1,1.2,0.2,2.4,12,14.4,25,13,25,Afternoon
5/13/2022,1007,Cold coffee,14,14.8,0.84,8.4,10,148.4,40,420,560,Night
5/13/2022,1001,Aalopuri,15,16.2,1.2,14.4,12,194.4,20,120,300,Afternoon
5/12/2022,1001,Aalopuri,2,2.2,0.16,1.9,12,25.9,20,16,40,Midnight
5/12/2022,1003,Sugarcane juice,8,9.6,1.6,19.2,12,115.2,25,104,200,Night
5/12/2022,1005,Panipuri,10,12.5,2.5,25,10,125,20,100,200,Evening
5/12/2022,1001,Aalopuri,13,14,1.04,12.5,12,168.5,20,104,260,Morning
5/11/2022,1001,Aalopuri,4,4.3,0.32,3.8,12,51.8,20,32,80,Morning
5/10/2022,1004,Frankie,14,15.4,1.4,28,20,308,50,420,700,Morning
5/9/2022,1003,Sugarcane juice,1,1.2,0.2,2.4,12,14.4,25,13,25,Night
5/9/2022,1007,Cold coffee,4,4.2,0.24,2.4,10,42.4,40,120,160,Midnight
5/9/2022,1001,Aalopuri,8,8.6,0.64,7.7,12,103.7,20,64,160,Night
5/9/2022,1004,Frankie,9,9.9,0.9,18,20,198,50,270,450,Afternoon
5/9/2022,1007,Cold coffee,10,10.6,0.6,6,10,106,40,300,400,Morning
5/9/2022,1005,Panipuri,14,17.5,3.5,35,10,175,20,140,280,Morning
5/9/2022,1007,Cold coffee,14,14.8,0.84,8.4,10,148.4,40,420,560,Night
5/9/2022,1002,Vadapav,15,16.5,1.5,15,10,165,20,150,300,Midnight
5/8/2022,1003,Sugarcane juice,1,1.2,0.2,2.4,12,14.4,25,13,25,Afternoon
5/8/2022,1006,Sandwich,1,1.1,0.1,2.5,25,27.5,60,35,60,Afternoon
5/8/2022,1003,Sugarcane juice,4,4.8,0.8,9.6,12,57.6,25,52,100,Afternoon
5/8/2022,1005,Panipuri,11,13.8,2.75,27.5,10,137.5,20,110,220,Morning
5/8/2022,1003,Sugarcane juice,12,14.4,2.4,28.8,12,172.8,25,156,300,Midnight
5/8/2022,1004,Frankie,13,14.3,1.3,26,20,286,50,390,650,Evening
5/7/2022,1002,Vadapav,7,7.7,0.7,7,10,77,20,70,140,Evening
5/7/2022,1007,Cold coffee,8,8.5,0.48,4.8,10,84.8,40,240,320,Evening
5/7/2022,1006,Sandwich,10,11,1,25,25,275,60,350,600,Night
5/7/2022,1001,Aalopuri,11,11.9,0.88,10.6,12,142.6,20,88,220,Midnight
5/6/2022,1001,Aalopuri,4,4.3,0.32,3.8,12,51.8,20,32,80,Morning
5/6/2022,1001,Aalopuri,7,7.6,0.56,6.7,12,90.7,20,56,140,Morning
5/6/2022,1003,Sugarcane juice,12,14.4,2.4,28.8,12,172.8,25,156,300,Morning
5/6/2022,1001,Aalopuri,14,15.1,1.12,13.4,12,181.4,20,112,280,Evening
5/5/2022,1003,Sugarcane juice,5,6,1,12,12,72,25,65,125,Midnight
5/5/2022,1003,Sugarcane juice,8,9.6,1.6,19.2,12,115.2,25,104,200,Night
5/5/2022,1007,Cold coffee,11,11.7,0.66,6.6,10,116.6,40,330,440,Morning
5/5/2022,1007,Cold coffee,12,12.7,0.72,7.2,10,127.2,40,360,480,Morning
5/4/2022,1002,Vadapav,3,3.3,0.3,3,10,33,20,30,60,Midnight
5/4/2022,1004,Frankie,7,7.7,0.7,14,20,154,50,210,350,Evening
5/4/2022,1001,Aalopuri,11,11.9,0.88,10.6,12,142.6,20,88,220,Night
5/4/2022,1003,Sugarcane juice,13,15.6,2.6,31.2,12,187.2,25,169,325,Morning
5/3/2022,1005,Panipuri,7,8.8,1.75,17.5,10,87.5,20,70,140,Morning
